,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
275,Asău,RO,1614950909,46.4333,26.4,57.99,26,100,12.64
276,Padang,ID,1614950650,-0.9492,100.3543,82.4,83,40,4.61
277,South Sioux City,US,1614950909,42.4739,-96.4136,30.99,93,1,3.44
278,Kieta,PG,1614950909,-6.2167,155.6333,79.86,87,100,5.53
279,Salé,MA,1614950909,34.0389,-6.8166,64.4,59,75,5.75
280,Itaueira,BR,1614950909,-7.6033,-43.0256,81.81,67,46,8.3
281,Donskoye,RU,1614950909,45.4552,41.9741,46.4,36,0,4.47
282,Chimbote,PE,1614950909,-9.0853,-78.5783,73.58,79,73,3.65
283,Hāgere Selam,ET,1614950910,6.4833,38.5167,63.28,43,100,3.91
284,Camaná,PE,1614950910,-16.6228,-72.7111,75.06,77,97,8.21
285,Tandur,IN,1614950910,17.2333,77.5833,85.08,11,0,2.15
286,Nemuro,JP,1614950910,43.3236,145.575,37.96,90,0,20.07
287,La Ronge,CA,1614950910,55.1001,-105.2842,28.4,74,100,9.22
288,Okaihau,NZ,1614950910,-35.3167,173.7833,59.0,92,1,3.0
289,Kulu,TR,1614950910,39.0951,33.0799,54.57,24,0,8.39
290,Garoowe,SO,1614950910,8.4054,48.4845,94.12,13,0,13.67
291,Staryy Nadym,RU,1614950911,65.6118,72.6842,12.27,95,90,4.47
292,Katobu,ID,1614950911,-4.9408,122.5276,77.13,88,100,2.21
293,Kluang,MY,1614950911,2.0251,103.3328,82.0,83,20,3.44
294,Svetlaya,RU,1614950911,46.5389,138.3297,12.63,52,99,12.35
295,Fortuna,US,1614950911,40.5982,-124.1573,55.99,60,100,5.99
296,Constitución,CL,1614950911,-35.3333,-72.4167,64.38,74,0,4.85
297,Foam Lake,CA,1614950911,51.65,-103.5343,24.8,93,99,14.97
298,Namatanai,PG,1614950911,-3.6667,152.4333,79.7,85,99,3.78
299,Yumen,CN,1614950911,40.2833,97.2,40.41,32,59,8.12
300,Açucena,BR,1614950911,-19.0731,-42.5464,80.6,65,0,9.22
301,Lebu,CL,1614950912,-37.6167,-73.65,60.42,84,1,10.02
302,Phan Thiet,VN,1614950912,10.9333,108.1,74.43,85,0,12.08
303,Mājalgaon,IN,1614950912,19.15,76.2333,89.17,11,0,3.22
304,Talakan,RU,1614950912,50.3167,130.3667,-12.96,93,14,6.46
305,Talā,EG,1614950912,30.6803,30.9429,74.86,20,0,6.13
306,Simpang,ID,1614950912,-1.2667,104.0833,76.95,89,81,2.73
307,Santa Ana,US,1614950912,33.7456,-117.8678,52.0,87,1,2.26
308,Beaverlodge,CA,1614950912,55.2166,-119.4361,15.8,92,75,5.75
309,Waddān,LY,1614950912,29.1614,16.139,83.97,8,31,15.86
310,Lorengau,PG,1614950912,-2.0226,147.2712,81.88,81,100,9.31
311,Lancaster,US,1614950706,40.2504,-76.2499,25.0,46,1,16.11
312,Saqqez,IR,1614950912,36.2499,46.2735,44.38,53,70,8.95
313,Rabo de Peixe,PT,1614950913,37.8,-25.5833,59.0,72,20,16.11
314,Kargasok,RU,1614950913,59.0556,80.8572,26.2,86,98,11.48
315,Palana,RU,1614950913,59.1167,159.9667,-16.31,96,100,2.46
316,Mareeba,AU,1614950913,-17.0,145.4333,78.8,83,90,2.53
317,Rocha,UY,1614950913,-34.4833,-54.3333,73.33,76,0,12.35
318,Enköping,SE,1614950913,59.6361,17.0777,35.6,38,0,12.66
319,Jasper,US,1614950914,37.2001,-94.3502,53.01,50,90,12.66
320,Murdochville,CA,1614950914,48.9583,-65.5006,17.6,62,0,11.5
321,Isangel,VU,1614950914,-19.55,169.2667,80.6,83,75,11.5
322,Kushima,JP,1614950914,31.4583,131.2333,62.6,82,75,14.97
323,Kaeo,NZ,1614950914,-35.1,173.7833,59.0,92,4,3.0
324,Muhoroni,KE,1614950914,-0.1541,35.1988,82.4,57,75,19.57
325,Biak,ID,1614950914,-0.9131,122.8766,78.17,78,100,7.99
326,Nelson Bay,AU,1614950915,-32.7167,152.15,70.0,73,90,17.27
327,Shingū,JP,1614950915,33.7333,135.9833,57.72,94,98,12.21
328,Andros,GR,1614950915,37.8333,24.9333,64.0,52,0,14.0
329,Buenos Aires,AR,1614950915,-34.6132,-58.3772,69.01,73,90,9.22
330,Qūchān,IR,1614950915,37.106,58.5095,55.49,55,95,16.17
331,Magadan,RU,1614950915,59.5667,150.8,-17.21,83,9,4.79
332,Sisian,AM,1614950916,39.5256,46.0251,44.6,70,75,6.91
333,Vardø,NO,1614950916,70.3705,31.1107,21.2,86,40,11.5
334,Sittwe,MM,1614950782,20.15,92.9,77.18,72,0,11.63
335,Ulagan,RU,1614950916,50.6321,87.9563,13.08,83,0,1.23
336,Sayyan,YE,1614950916,15.1718,44.3244,71.19,20,2,9.93
337,Bethel,US,1614950916,41.3712,-73.414,24.8,36,20,10.36
338,Kamenka,RU,1614950916,51.3223,42.7678,35.01,82,100,6.67
339,Novonikolayevskiy,RU,1614950916,50.9738,42.3649,35.01,82,100,7.43
340,Sri Aman,MY,1614950916,1.2376,111.4621,77.0,94,81,0.89
341,Tegul'det,RU,1614950917,57.3064,88.1667,25.29,86,100,12.5
342,Plouzané,FR,1614950917,48.3833,-4.6167,44.6,70,90,16.11
343,Finschhafen,PG,1614950917,-6.6024,147.8681,82.35,82,100,10.25
344,Dehlorān,IR,1614950917,32.6941,47.2679,65.62,44,17,14.32
345,Myanaung,MM,1614950917,18.2833,95.3167,79.68,20,0,5.84
346,Great Yarmouth,GB,1614950917,52.6083,1.7305,44.01,65,75,10.36
347,Parabel',RU,1614950917,58.6978,81.4825,27.32,90,100,14.99
348,Santa Rosa,PH,1614950790,14.3122,121.1114,82.4,69,20,4.61
349,Pālampur,IN,1614950917,32.1167,76.5333,56.48,49,12,3.09
350,Cayenne,GF,1614950917,4.9333,-52.3333,82.99,74,90,12.66
351,Königs Wusterhausen,DE,1614950918,52.3014,13.633,46.99,45,40,13.8
352,Irbeyskoye,RU,1614950918,55.6428,95.4522,25.63,88,100,5.68
353,Camacupa,AO,1614950889,-12.0167,17.4833,73.62,75,98,4.23
354,Ugento,IT,1614950918,39.9263,18.1574,60.8,82,75,10.36
355,Vila,PT,1614950918,42.0304,-8.1588,64.99,43,0,10.0
356,Lavrentiya,RU,1614950919,65.5833,-171.0,8.8,95,100,8.41
357,Bafoulabé,ML,1614950919,13.8065,-10.8321,103.5,7,0,7.16
358,Shache,CN,1614950919,38.4167,77.2406,52.48,26,0,2.57
359,Homer,US,1614950919,59.6425,-151.5483,33.01,86,1,0.31
360,Gouyave,GD,1614950919,12.1646,-61.7296,80.6,78,40,23.02
361,Mahébourg,MU,1614950919,-20.4081,57.7,80.6,78,75,5.75
362,Faya,SA,1614950919,18.3851,42.4509,73.4,43,20,13.8
363,Gimli,CA,1614950909,50.6336,-96.9907,19.4,73,100,9.22
364,Quelimane,MZ,1614950920,-17.8786,36.8883,86.0,70,75,11.5
365,Ōzu,JP,1614950920,33.5,132.55,57.0,88,75,11.5
366,Inírida,CO,1614950920,3.8653,-67.9239,76.03,93,94,3.29
367,Ereymentau,KZ,1614950920,51.6199,73.1033,21.96,82,100,29.1
368,Trelew,AR,1614950921,-43.249,-65.3051,65.52,62,0,22.08
369,Carutapera,BR,1614950921,-1.195,-46.02,81.01,87,100,5.1
370,Curup,ID,1614950921,-3.4667,102.5333,70.95,98,100,1.19
371,Mossamedes,AO,1614950921,-15.1961,12.1522,84.2,61,0,12.66
372,Hammerfest,NO,1614950921,70.6634,23.6821,26.6,63,75,6.91
373,Los Llanos de Aridane,ES,1614950921,28.6585,-17.9182,73.4,60,20,11.5
374,Muros,ES,1614950921,42.7762,-9.0603,66.99,51,0,7.0
375,Rio Grande,BR,1614950691,-32.035,-52.0986,78.8,78,75,13.8
376,Banyo,CM,1614950921,6.75,11.8167,95.95,12,1,9.46
377,Moses Lake,US,1614950922,47.1301,-119.2781,39.99,80,1,5.75
378,West Bay,KY,1614950922,19.3667,-81.4167,82.0,69,40,4.61
379,Coolidge,US,1614950922,32.9778,-111.5176,48.2,53,1,3.44
380,Manta,EC,1614950661,-0.95,-80.7333,75.2,94,90,4.61
381,Zhezkazgan,KZ,1614950922,47.8043,67.7144,21.96,90,6,10.02
382,Sakaiminato,JP,1614950712,35.55,133.2333,51.8,100,75,3.44
383,Beeville,US,1614950922,28.4008,-97.7483,62.6,100,90,4.27
384,Souillac,MU,1614950922,-20.5167,57.5167,80.6,78,75,5.75
385,Beyneu,KZ,1614950922,45.3167,55.2,42.84,54,0,4.85
386,Dhidhdhoo,MV,1614950922,6.8833,73.1,82.36,77,3,15.46
387,Son La,VN,1614950922,21.3167,103.9,73.04,41,2,3.33
388,Kolyvan',RU,1614950923,55.3053,82.7391,24.8,86,75,17.9
389,San Ramon,US,1614950830,37.7799,-121.978,46.0,87,1,3.44
390,Buala,SB,1614950923,-8.145,159.5921,80.44,86,34,6.93
391,Bariloche,AR,1614950916,-41.1456,-71.3082,64.4,63,75,8.05
392,Río Cuarto,AR,1614950923,-33.1307,-64.3499,73.99,83,40,5.75
393,Multai,IN,1614950923,21.7667,78.25,79.18,14,6,5.28
394,Tara,RU,1614950923,56.8944,74.371,24.42,94,100,13.18
395,Saldanha,ZA,1614950924,-33.0117,17.9442,82.4,34,0,10.36
396,La Asuncion,VE,1614950691,11.0333,-63.8628,78.48,78,8,13.2
397,Iwanai,JP,1614950924,42.9744,140.5089,40.3,94,100,7.14
398,Xinzhi,CN,1614950924,36.4989,111.7047,55.17,64,100,3.67
399,Fort Saint James,CA,1614950924,54.4333,-124.25,27.1,91,100,2.8
400,Grindavik,IS,1614950924,63.8424,-22.4338,42.8,87,75,14.97
401,Honningsvåg,NO,1614950924,70.9821,25.9704,23.0,93,90,9.22
402,Omboué,GA,1614950924,-1.5746,9.2618,82.67,79,92,10.94
403,Kemijärvi,FI,1614950924,66.7131,27.4306,21.6,86,39,5.21
404,Metro,ID,1614950925,-5.1131,105.3067,78.15,91,41,5.57
405,Laguna,US,1614950925,38.421,-121.4238,44.01,81,1,1.59
406,Troitskoye,RU,1614950925,52.9821,84.6757,25.77,82,100,15.01
407,Manokwari,ID,1614950738,-0.8667,134.0833,78.93,83,97,9.13
408,Cururupu,BR,1614950925,-1.8283,-44.8683,84.83,67,97,4.59
409,Shakawe,BW,1614950926,-18.3667,21.85,85.24,38,72,5.7
410,Coyhaique,CL,1614950926,-45.5752,-72.0662,59.0,67,0,8.05
411,Pangody,RU,1614950926,65.85,74.4859,14.36,95,99,6.89
412,Keşan,TR,1614950889,40.8558,26.6303,60.8,63,20,12.66
413,Hanmer Springs,NZ,1614950926,-42.5167,172.8167,52.72,80,3,5.01
414,Berlevåg,NO,1614950926,70.8578,29.0864,24.8,86,75,10.36
415,Aklavik,CA,1614950926,68.2191,-135.0107,-9.4,77,62,5.75
416,Molokovo,RU,1614950926,58.1661,36.7628,20.88,83,99,6.76
417,Lincoln,US,1614950927,40.8,-96.667,35.01,87,11,6.64
418,Zemio,CF,1614950927,5.0314,25.1361,104.27,9,83,7.74
419,Tabuleiro do Norte,BR,1614950927,-5.2467,-38.1306,87.82,53,99,11.05
420,San Isidro,PE,1614950927,-12.1167,-77.05,73.4,88,20,5.75
421,Kununurra,AU,1614950927,-15.7667,128.7333,84.2,69,46,8.05
422,Broome,US,1614950927,42.2506,-75.833,18.0,62,1,14.97
423,Whitehorse,CA,1614950927,60.7161,-135.0538,14.0,92,75,5.75
424,Boyuibe,BO,1614950927,-20.4167,-63.2833,68.0,88,90,4.61
425,Ürümqi,CN,1614950927,43.801,87.6005,30.2,80,75,4.47
426,Kemin,KG,1614950928,42.7846,75.6892,28.24,82,38,3.49
427,Mariental,NA,1614950928,-24.6333,17.9667,92.64,14,31,3.4
428,Poum,NC,1614950928,-20.2333,164.0167,82.67,80,100,28.34
429,Todos Santos,MX,1614950928,23.45,-110.2167,66.0,88,75,3.44
430,Celestún,MX,1614950928,20.8667,-90.4,70.29,87,5,9.26
431,Meridian,US,1614950928,43.6121,-116.3915,42.01,60,20,6.91
432,Henties Bay,NA,1614950929,-22.116,14.2845,70.0,79,0,5.01
433,Itoman,JP,1614950929,26.1247,127.6694,66.2,68,75,5.75
434,Malakal,SS,1614950929,9.5334,31.6605,105.35,7,0,8.3
435,Okoneshnikovo,RU,1614950929,54.8377,75.0834,24.57,86,100,19.57
436,Funes,AR,1614950929,-32.9157,-60.81,73.99,88,90,10.36
437,Carnarvon,AU,1614950929,-24.8667,113.6333,77.0,88,0,14.97
438,Mackenzie,CA,1614950930,55.2999,-123.1698,33.8,75,90,4.61
439,Hilton Head,US,1614950860,32.2163,-80.7526,54.0,54,1,14.97
440,Camăr,RO,1614950930,47.3,22.6167,48.0,87,75,13.8
441,Xinxiang,CN,1614950930,35.3089,113.8672,45.81,61,100,24.85
442,Kontagora,NG,1614950930,10.3999,5.4695,103.8,6,0,6.96
443,Assiut,EG,1614950930,27.181,31.1837,71.6,35,0,16.11
444,Verkhnevilyuysk,RU,1614950930,63.4453,120.3167,-22.07,97,0,3.11
445,Bambuí,BR,1614950930,-20.0064,-45.9769,76.87,73,95,4.83
446,Jardim,BR,1614950930,-21.4803,-56.1381,75.47,92,100,2.73
447,Ballangen,NO,1614950930,68.3428,16.8315,30.99,93,90,10.36
448,Pemangkat,ID,1614950930,1.1667,108.9667,80.19,83,100,7.9
449,Sheregesh,RU,1614950930,52.9209,87.9869,22.51,85,68,14.63
450,Yook,PH,1614950930,13.2261,121.964,77.52,88,4,9.17
451,Mitú,CO,1614950931,1.1983,-70.1733,76.96,84,74,3.09
452,Newport,GB,1614950931,51.5877,-2.9984,45.0,62,68,11.23
453,Nuuk,GL,1614950931,64.1835,-51.7216,37.4,65,75,2.3
454,Kidal,ML,1614950931,18.4411,1.4078,92.88,10,48,6.82
455,Wamba,NG,1614950931,8.9333,8.6,102.92,9,0,8.14
456,Narsīpatnam,IN,1614950931,17.6667,82.6167,84.2,48,0,5.75
457,Chihuahua,MX,1614950932,28.5,-106.0,48.2,31,75,12.66
458,Moose Factory,CA,1614950932,51.2585,-80.6094,5.0,72,90,16.11
459,Pevek,RU,1614950932,69.7008,170.3133,-6.99,86,100,10.74
460,Paraíso,CR,1614950886,9.8383,-83.8656,66.2,68,20,12.66
461,Freetown,SL,1614950932,8.484,-13.2299,86.0,70,75,5.75
462,Eureka,US,1614950932,40.8021,-124.1637,57.2,47,90,25.32
463,Mongaguá,BR,1614950932,-24.0931,-46.6208,84.2,61,40,6.91
464,Port Lincoln,AU,1614950933,-34.7333,135.8667,62.89,75,100,16.49
465,Kautokeino,NO,1614950933,69.0125,23.0412,14.59,80,100,5.5
466,Grand Bend,CA,1614950933,43.3168,-81.7498,26.01,80,100,11.01
467,Tunceli,TR,1614950933,39.1083,39.5471,59.0,12,0,14.97
468,Leticia,CO,1614950933,-4.2153,-69.9406,77.0,94,75,3.44
469,Utinga,BR,1614950933,-5.8172,-35.3954,84.2,70,75,11.5
470,Matucana,PE,1614950933,-11.85,-76.4,61.29,71,100,0.43
471,Naze,JP,1614950934,28.3667,129.4833,62.01,70,78,8.3
472,Havøysund,NO,1614950934,70.9963,24.6622,26.6,63,75,6.91
473,Sola,VU,1614950934,-13.8833,167.55,81.99,77,100,13.89
474,Blythe,US,1614950934,33.6103,-114.5964,46.4,46,1,2.89
475,Petropavlovsk-Kamchatskiy,RU,1614950934,53.0452,158.6483,26.6,100,90,2.24
476,Cabedelo,BR,1614950895,-6.9811,-34.8339,84.2,74,40,16.11
477,Salina,US,1614950934,38.8403,-97.6114,46.4,61,90,8.05
478,Geraldton,AU,1614950934,-28.7667,114.6,73.4,78,11,10.36
479,Pisz,PL,1614950935,53.6274,21.8125,35.6,48,0,10.36
480,Lom Sak,TH,1614950935,16.7798,101.2422,85.05,51,95,3.2
481,Bonthe,SL,1614950935,7.5264,-12.505,84.18,72,100,7.83
482,Drovyanaya,RU,1614950935,51.5833,113.0333,-4.0,45,4,6.71
483,San Rafael,AR,1614950935,-34.6177,-68.3301,71.47,68,4,7.63
484,Half Moon Bay,US,1614950857,37.4636,-122.4286,50.0,93,75,5.66
485,Dudinka,RU,1614950935,69.4058,86.1778,-9.04,89,36,9.66
486,Baghdad,IQ,1614950774,33.3406,44.4009,69.8,28,0,18.41
487,San Cristobal,VE,1614950935,7.7669,-72.225,73.4,94,40,4.61
488,Platteville,US,1614950935,42.7342,-90.4785,23.0,93,1,2.77
489,Krāslava,LV,1614950935,55.8951,27.168,30.79,30,36,10.22
490,Vila Velha,BR,1614950935,-20.3297,-40.2925,86.0,51,0,14.97
491,Gōtsuchō,JP,1614950936,35.0,132.2167,54.01,88,100,0.2
492,Alekseyevsk,RU,1614950936,57.8406,108.3492,4.39,88,99,4.41
493,Ferreira do Alentejo,PT,1614950936,38.05,-8.0333,53.6,94,75,10.36
494,Chapada dos Guimarães,BR,1614950936,-15.4606,-55.7497,75.2,88,75,8.05
495,Moindou,NC,1614950936,-21.6924,165.677,73.4,100,90,5.75
496,San Juan,AR,1614950888,-31.5375,-68.5364,83.01,36,0,2.8
497,Mormugao,IN,1614950937,15.4,73.8,87.8,58,0,6.91
498,Salym,RU,1614950937,60.0625,71.4789,20.73,95,100,4.61
499,Safi,MA,1614950896,32.2994,-9.2372,59.92,80,100,15.35
500,Kayerkan,RU,1614950937,69.3497,87.7602,-9.74,87,37,5.35
501,Poços de Caldas,BR,1614950937,-21.7878,-46.5614,69.8,94,75,5.77
502,Inhambane,MZ,1614950937,-23.865,35.3833,86.0,62,75,6.91
503,Ponta Delgada,PT,1614950937,37.7333,-25.6667,59.0,72,20,16.11
504,Leh,IN,1614950937,34.1667,77.5833,14.68,63,17,2.19
505,Samarai,PG,1614950937,-10.6167,150.6667,82.22,77,78,13.11
506,Pawai,IN,1614950937,24.2667,80.1667,91.4,19,96,2.3
507,Saint-Augustin,CA,1614950937,51.226,-58.6502,24.98,93,100,13.96
508,Lagan,RU,1614950938,45.3929,47.3707,43.95,57,0,12.1
509,Bam,IR,1614950938,29.106,58.357,83.7,17,0,15.95
510,Korla,CN,1614950938,41.7597,86.1469,45.68,45,2,4.72
511,Balyqshy,KZ,1614950938,47.0667,51.8667,39.2,81,0,26.84
512,Dingle,PH,1614950938,10.9995,122.6711,76.59,81,0,8.46
513,Mitsamiouli,KM,1614950938,-11.3847,43.2844,87.8,70,40,11.5
514,Isla Mujeres,MX,1614950938,21.2311,-86.731,78.01,100,40,2.3
515,Hue,VN,1614950939,16.4667,107.6,77.0,94,20,3.44
516,Bose,IT,1614950939,45.4612,8.0137,60.01,54,0,1.01
517,Tabou,CI,1614950939,4.423,-7.3528,84.78,71,82,11.59
518,Cockburn Town,TC,1614950939,21.4612,-71.1419,77.65,76,0,10.33
519,Kashgar,CN,1614950939,39.4547,75.9797,53.6,28,75,8.95
520,Shelburne,CA,1614950939,44.0787,-80.2041,18.0,70,1,16.58
521,Mabaruma,GY,1614950940,8.2,-59.7833,82.4,78,75,4.5
522,San Andrés,CO,1614950940,12.5847,-81.7006,78.8,69,20,8.05
523,Vigia,BR,1614950940,-0.8583,-48.1417,80.6,89,20,2.3
524,Pisco,PE,1614950940,-13.7,-76.2167,73.4,83,40,2.3
525,Vestmannaeyjar,IS,1614950940,63.4427,-20.2734,42.8,87,75,13.8
526,Esil,KZ,1614950940,51.9556,66.4042,24.49,82,65,23.53
527,Delmiro Gouveia,BR,1614950940,-9.3886,-37.9992,84.2,58,75,8.05
528,Soe,ID,1614950941,-9.8607,124.284,67.95,96,16,2.08
529,Salinópolis,BR,1614950941,-0.6136,-47.3561,81.7,80,100,5.61
530,Banff,CA,1614950941,51.1762,-115.5698,39.2,68,11,6.91
531,Canguçu,BR,1614950941,-31.395,-52.6756,78.8,78,75,13.8
532,Provincia di Rimini,IT,1614950941,44.0241,12.5186,59.0,55,75,5.75
533,Berck,FR,1614950941,50.4,1.6,42.8,49,90,13.8
534,Mogzon,RU,1614950942,51.7435,111.9606,-5.3,95,23,2.3
535,Wawa,NG,1614950942,9.9022,4.4192,102.33,11,18,4.74
536,Mondovì,IT,1614950942,44.396,7.8176,59.0,51,51,3.44
537,Klaksvík,FO,1614950942,62.2266,-6.589,41.0,75,75,13.8
538,Guaca,CO,1614950942,6.8762,-72.8559,66.2,100,75,4.61
539,Tazovsky,RU,1614950942,67.4667,78.7,9.14,93,100,14.38
540,Iracoubo,GF,1614950942,5.4802,-53.2011,80.87,77,20,12.71
541,Samfya,ZM,1614950943,-11.3649,29.5565,76.01,77,100,9.08
542,Tinskoy,RU,1614950943,56.1525,96.9161,22.26,92,100,3.8
543,Sinnamary,GF,1614950943,5.3833,-52.95,80.71,79,36,12.5
544,Douglas,US,1614950715,41.3,-96.167,35.6,80,1,5.1
545,Paranhos,BR,1614950943,-23.8928,-55.4311,74.17,86,79,6.53
546,Ngunguru,NZ,1614950943,-35.6167,174.5,59.0,92,0,3.0
547,Belle Fourche,US,1614950943,44.6714,-103.8522,39.0,64,1,3.44
548,Mount Hagen,PG,1614950944,-5.8581,144.2274,60.91,98,98,0.54
549,Davila,PH,1614950944,18.4726,120.5763,80.6,89,20,1.14
550,Xining,CN,1614950944,36.6167,101.7667,33.48,40,55,12.46
551,Yamada,JP,1614950944,39.4667,141.95,46.78,81,98,6.08
552,Saint-Joseph,RE,1614950944,-21.3667,55.6167,86.0,62,40,12.66
553,Chennai,IN,1614950645,13.0878,80.2785,80.6,65,20,6.91
